大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
0001	國立政治大學	220901	(歷)史學系	D 日	B 學士	189	18	46	30 臺北市	1 一般
0001	國立政治大學	220903	臺灣(歷)史研究所	D 日	D 博士	23	0	2	30 臺北市	1 一般
0001	國立政治大學	220903	臺灣(歷)史研究所	D 日	M 碩士	52	8	3	30 臺北市	1 一般
0001	國立政治大學	221101	哲學系	D 日	D 博士	34	0	1	30 臺北市	1 一般
0001	國立政治大學	221101	哲學系	D 日	M 碩士	40	0	9	30 臺北市	1 一般
0001	國立政治大學	221101	哲學系	D 日	B 學士	194	14	36	30 臺北市	1 一般
0001	國立政治大學	229918	中東與中亞研究學位學程	D 日	M 碩士	8	0	0	30 臺北市	1 一般
0001	國立政治大學	310101	經濟學系	D 日	D 博士	17	0	3	30 臺北市	1 一般
0001	國立政治大學	310101	經濟學系	D 日	M 碩士	85	0	32	30 臺北市	1 一般
0001	國立政治大學	310101	經濟學系	D 日	B 學士	423	22	105	30 臺北市	1 一般
0001	國立政治大學	310112	應用經濟與社會發展英語學位學程	D 日	M 碩士	31	0	1	30 臺北市	1 一般
0001	國立政治大學	310201	政治學系	D 日	D 博士	34	0	2	30 臺北市	1 一般
0001	國立政治大學	310201	政治學系	D 日	M 碩士	79	0	19	30 臺北市	1 一般
0001	國立政治大學	310201	政治學系	D 日	B 學士	209	15	41	30 臺北市	1 一般
0001	國立政治大學	310207	國家安全與大陸研究碩士	N 職	M 碩士	59	0	24	30 臺北市	1 一般
0001	國立政治大學	310301	社會學系	D 日	D 博士	14	0	2	30 臺北市	1 一般
0001	國立政治大學	310301	社會學系	D 日	M 碩士	57	0	13	30 臺北市	1 一般
0001	國立政治大學	310301	社會學系	D 日	B 學士	203	13	47	30 臺北市	1 一般
0001	國立政治大學	310305	社會科學系	D 日		0	1	0	30 臺北市	1 一般
0001	國立政治大學	310401	民族(文化)學系	D 日	D 博士	24	0	4	30 臺北市	1 一般
0001	國立政治大學	310401	民族(文化)學系	D 日	M 碩士	28	0	5	30 臺北市	1 一般
0001	國立政治大學	310401	民族(文化)學系	D 日	B 學士	176	9	26	30 臺北市	1 一般
0001	國立政治大學	310501	(應用)心理學系	D 日	D 博士	16	0	3	30 臺北市	1 一般
0001	國立政治大學	310501	(應用)心理學系	D 日	M 碩士	84	0	13	30 臺北市	1 一般
0001	國立政治大學	310501	(應用)心理學系	D 日	B 學士	222	17	57	30 臺北市	1 一般
0001	國立政治大學	310506	輔導與諮商學系	D 日	M 碩士	32	0	6	30 臺北市	1 一般
0001	國立政治大學	310702	東亞學系	D 日	D 博士	27	0	4	30 臺北市	1 一般
0001	國立政治大學	310702	東亞學系	D 日	M 碩士	64	6	16	30 臺北市	1 一般
0001	國立政治大學	310705	日本研究所	D 日	D 博士	9	0	0	30 臺北市	1 一般
0001	國立政治大學	310705	日本研究所	D 日	M 碩士	37	0	11	30 臺北市	1 一般
0001	國立政治大學	310709	俄羅斯研究所	D 日	M 碩士	30	3	9	30 臺北市	1 一般
0001	國立政治大學	310728	亞太研究英語學位學程	D 日	D 博士	54	0	5	30 臺北市	1 一般
0001	國立政治大學	310728	亞太研究英語學位學程	D 日	M 碩士	80	0	30	30 臺北市	1 一般
0001	國立政治大學	310801	公共行政學系	D 日	D 博士	18	0	4	30 臺北市	1 一般
0001	國立政治大學	310801	公共行政學系	D 日	M 碩士	118	0	27	30 臺北市	1 一般
0001	國立政治大學	310801	公共行政學系	D 日	B 學士	207	13	41	30 臺北市	1 一般
0001	國立政治大學	310804	行政管理(暨政策)學系	N 職	M 碩士	250	0	55	30 臺北市	1 一般
0001	國立政治大學	310811	地政學系	D 日	D 博士	21	0	3	30 臺北市	1 一般
0001	國立政治大學	310811	地政學系	D 日	M 碩士	83	0	25	30 臺北市	1 一般
0001	國立政治大學	310811	地政學系	D 日	B 學士	523	22	124	30 臺北市	1 一般
0001	國立政治大學	310811	地政學系	N 職	M 碩士	102	0	10	30 臺北市	1 一般
0001	國立政治大學	310905	外交學系	D 日	D 博士	12	0	3	30 臺北市	1 一般
0001	國立政治大學	310905	外交學系	D 日	M 碩士	66	0	21	30 臺北市	1 一般
0001	國立政治大學	310905	外交學系	D 日	B 學士	276	12	65	30 臺北市	1 一般
0001	國立政治大學	310905	外交學系	N 職	M 碩士	71	0	12	30 臺北市	1 一般
0001	國立政治大學	310909	國際研究英語學位學程	D 日	M 碩士	50	0	10	30 臺北市	1 一般
0001	國立政治大學	310999	國際事務學院(不分系)	D 日		0	8	0	30 臺北市	1 一般
0001	國立政治大學	311002	國家發展(與兩岸關係)研究所	D 日	D 博士	31	0	0	30 臺北市	1 一般
0001	國立政治大學	311002	國家發展(與兩岸關係)研究所	D 日	M 碩士	76	10	17	30 臺北市	1 一般
0001	國立政治大學	311003	勞工(關係)學系	D 日	M 碩士	82	5	15	30 臺北市	1 一般
0001	國立政治大學	320102	傳播學系	D 日	M 碩士	196	0	10	30 臺北市	1 一般
0001	國立政治大學	320102	傳播學系	D 日	B 學士	38	0	23	30 臺北市	1 一般
0001	國立政治大學	320115	國際傳播學位學程	D 日	M 碩士	51	0	11	30 臺北市	1 一般
0001	國立政治大學	320201	新聞學系	D 日	D 博士	12	0	3	30 臺北市	1 一般
0001	國立政治大學	320201	新聞學系	D 日	M 碩士	16	0	28	30 臺北市	1 一般
0001	國立政治大學	320201	新聞學系	D 日	B 學士	180	13	86	30 臺北市	1 一般
0001	國立政治大學	320301	廣播電視(電影)學系	D 日	M 碩士	16	0	16	30 臺北市	1 一般
0001	國立政治大學	320301	廣播電視(電影)學系	D 日	B 學士	147	9	48	30 臺北市	1 一般
0001	國立政治大學	320602	(數位)圖書資訊學系	N 職	M 碩士	0	0	16	30 臺北市	1 一般
0001	國立政治大學	320603	圖書資訊與檔案學研究所	D 日	D 博士	13	0	1	30 臺北市	1 一般
0001	國立政治大學	320603	圖書資訊與檔案學研究所	D 日	M 碩士	48	6	11	30 臺北市	1 一般
0001	國立政治大學	320603	圖書資訊與檔案學研究所	N 職	M 碩士	61	0	0	30 臺北市	1 一般
0001	國立政治大學	320802	廣告學系	D 日	M 碩士	2	0	13	30 臺北市	1 一般
0001	國立政治大學	320802	廣告學系	D 日	B 學士	168	9	56	30 臺北市	1 一般
0001	國立政治大學	329999	傳播學院(不分系)	D 日	D 博士	20	0	0	30 臺北市	1 一般
0001	國立政治大學	329999	傳播學院(不分系)	D 日	B 學士	416	16	0	30 臺北市	1 一般
0001	國立政治大學	329999	傳播學院(不分系)	N 職	M 碩士	71	0	9	30 臺北市	1 一般
0001	國立政治大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	D 博士	15	0	2	30 臺北市	1 一般
0001	國立政治大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	M 碩士	141	0	63	30 臺北市	1 一般
0001	國立政治大學	340201	會計(與)(資訊)(科技)(系統)學系	D 日	B 學士	449	21	104	30 臺北市	1 一般
0001	國立政治大學	340301	企業管理學系	D 日	D 博士	49	0	2	30 臺北市	1 一般
0001	國立政治大學	340301	企業管理學系	D 日	M 碩士	269	0	105	30 臺北市	1 一般
0001	國立政治大學	340301	企業管理學系	D 日	B 學士	448	24	98	30 臺北市	1 一般
0001	國立政治大學	340303	經營(與)管理(技術)學系	N 職	M 碩士	577	0	149	30 臺北市	1 一般
0001	國立政治大學	340310	國際(經營)(專業)管理學位學程(含IMBA)	D 日	M 碩士	142	2	51	30 臺北市	1 一般
0001	國立政治大學	340408	國際經營與貿易學系	D 日	D 博士	4	0	0	30 臺北市	1 一般
0001	國立政治大學	340408	國際經營與貿易學系	D 日	M 碩士	111	0	45	30 臺北市	1 一般
0001	國立政治大學	340408	國際經營與貿易學系	D 日	B 學士	336	23	87	30 臺北市	1 一般
0001	國立政治大學	340504	(應用)財務(金融)管理學系	D 日	D 博士	10	0	5	30 臺北市	1 一般
0001	國立政治大學	340504	(應用)財務(金融)管理學系	D 日	M 碩士	82	0	37	30 臺北市	1 一般
0001	國立政治大學	340504	(應用)財務(金融)管理學系	D 日	B 學士	206	12	50	30 臺北市	1 一般
0001	國立政治大學	340505	金融學系	D 日	D 博士	29	0	5	30 臺北市	1 一般
0001	國立政治大學	340505	金融學系	D 日	M 碩士	81	0	26	30 臺北市	1 一般
0001	國立政治大學	340505	金融學系	D 日	B 學士	249	11	61	30 臺北市	1 一般
0001	國立政治大學	340601	風險管理(與保險)學系	D 日	D 博士	18	0	1	30 臺北市	1 一般
0001	國立政治大學	340601	風險管理(與保險)學系	D 日	M 碩士	66	0	29	30 臺北市	1 一般
0001	國立政治大學	340601	風險管理(與保險)學系	D 日	B 學士	204	12	52	30 臺北市	1 一般
0001	國立政治大學	340701	財政學系	D 日	D 博士	11	0	2	30 臺北市	1 一般
0001	國立政治大學	340701	財政學系	D 日	M 碩士	76	0	29	30 臺北市	1 一般
0001	國立政治大學	340701	財政學系	D 日	B 學士	427	15	105	30 臺北市	1 一般
0001	國立政治大學	349984	科技管理與智慧財產研究所	D 日	D 博士	31	0	1	30 臺北市	1 一般
0001	國立政治大學	349984	科技管理與智慧財產研究所	D 日	M 碩士	147	12	36	30 臺北市	1 一般
0001	國立政治大學	349998	商學院(不分系)	D 日		0	2	0	30 臺北市	1 一般
0001	國立政治大學	380101	法律學系	D 日	D 博士	45	0	2	30 臺北市	1 一般
0001	國立政治大學	380101	法律學系	D 日	M 碩士	259	0	39	30 臺北市	1 一般
0001	國立政治大學	380101	法律學系	D 日	B 學士	736	30	205	30 臺北市	1 一般
0001	國立政治大學	380204	法律科際整合研究所	D 日	M 碩士	103	7	12	30 臺北市	1 一般
0001	國立政治大學	389998	法學院	N 職	M 碩士	268	6	41	30 臺北市	1 一般
0001	國立政治大學	440302	應用物理學系	D 日	M 碩士	22	5	3	30 臺北市	1 一般
0001	國立政治大學	460102	應用數學系	D 日	D 博士	7	0	0	30 臺北市	1 一般
0001	國立政治大學	460102	應用數學系	D 日	M 碩士	42	0	12	30 臺北市	1 一般
0001	國立政治大學	460102	應用數學系	D 日	B 學士	188	14	43	30 臺北市	1 一般
0001	國立政治大學	460201	統計(科學)(資訊)學系	D 日	D 博士	4	0	0	30 臺北市	1 一般
0001	國立政治大學	460201	統計(科學)(資訊)學系	D 日	M 碩士	69	0	23	30 臺北市	1 一般
0001	國立政治大學	460201	統計(科學)(資訊)學系	D 日	B 學士	214	16	47	30 臺北市	1 一般
0001	國立政治大學	480109	資訊管理(技術)學系	D 日	D 博士	52	0	6	30 臺北市	1 一般
0001	國立政治大學	480109	資訊管理(技術)學系	D 日	M 碩士	79	0	42	30 臺北市	1 一般
0001	國立政治大學	480109	資訊管理(技術)學系	D 日	B 學士	332	22	76	30 臺北市	1 一般
0001	國立政治大學	480505	數位內容(科技)(與)(管理)學系	D 日	M 碩士	45	0	16	30 臺北市	1 一般
0001	國立政治大學	520116	資訊科學學系	D 日	D 博士	15	0	0	30 臺北市	1 一般
0001	國立政治大學	520116	資訊科學學系	D 日	M 碩士	104	0	35	30 臺北市	1 一般
0001	國立政治大學	520116	資訊科學學系	D 日	B 學士	207	19	41	30 臺北市	1 一般
0001	國立政治大學	520116	資訊科學學系	N 職	M 碩士	78	0	18	30 臺北市	1 一般
0001	國立政治大學	520178	社群網路與人智計算學位學程	D 日	D 博士	8	0	0	30 臺北市	1 一般
0001	國立政治大學	720111	神經科學研究所	D 日	M 碩士	13	5	4	30 臺北市	1 一般
0001	國立政治大學	760301	(社會政策與)社會工作學系	D 日	D 博士	12	0	0	30 臺北市	1 一般
0001	國立政治大學	760301	(社會政策與)社會工作學系	D 日	M 碩士	54	6	8	30 臺北市	1 一般
0001	國立政治大學	999901	通識及共同科目	D 日		0	32	0	30 臺北市	1 一般
0001	國立政治大學	999903	軍訓教官	D 日		0	5	0	30 臺北市	1 一般
0001	國立政治大學	999905	師資培育中心	D 日		0	4	0	30 臺北市	1 一般
0001	國立政治大學	999999	其他(包括行政助教)	D 日		0	0	0	30 臺北市	1 一般
0002	國立清華大學	220101	臺灣文學系	D 日	D 博士	13	0	0	18 新竹市	1 一般
0002	國立清華大學	220101	臺灣文學系	D 日	M 碩士	45	7	6	18 新竹市	1 一般
0002	國立清華大學	220201	(中)國(語)文學系	D 日	D 博士	64	0	9	18 新竹市	1 一般
0002	國立清華大學	220201	(中)國(語)文學系	D 日	M 碩士	77	0	8	18 新竹市	1 一般
0002	國立清華大學	220201	(中)國(語)文學系	D 日	B 學士	206	17	48	18 新竹市	1 一般
0002	國立清華大學	220301	外國語文學系	D 日	M 碩士	57	0	5	18 新竹市	1 一般
0002	國立清華大學	220301	外國語文學系	D 日	B 學士	223	16	44	18 新竹市	1 一般
0002	國立清華大學	220701	語言學研究所	D 日	D 博士	19	0	3	18 新竹市	1 一般
0002	國立清華大學	220701	語言學研究所	D 日	M 碩士	41	9	16	18 新竹市	1 一般
0002	國立清華大學	220901	(歷)史學系	D 日	D 博士	21	0	2	18 新竹市	1 一般
0002	國立清華大學	220901	(歷)史學系	D 日	M 碩士	52	8	11	18 新竹市	1 一般
0002	國立清華大學	221001	人類學系	D 日	D 博士	12	0	0	18 新竹市	1 一般
0002	國立清華大學	221001	人類學系	D 日	M 碩士	32	8	12	18 新竹市	1 一般
0002	國立清華大學	221101	哲學系	D 日	M 碩士	19	7	7	18 新竹市	1 一般
0002	國立清華大學	229916	亞際文化研究學位學程	D 日	M 碩士	8	0	1	18 新竹市	1 一般
0002	國立清華大學	229999	人文(與)社會學院(不分系)	D 日	B 學士	343	9	76	18 新竹市	1 一般
0002	國立清華大學	310101	經濟學系	D 日	D 博士	24	0	1	18 新竹市	1 一般
0002	國立清華大學	310101	經濟學系	D 日	M 碩士	48	0	19	18 新竹市	1 一般
0002	國立清華大學	310101	經濟學系	D 日	B 學士	465	25	118	18 新竹市	1 一般
0002	國立清華大學	310301	社會學系	D 日	D 博士	16	0	2	18 新竹市	1 一般
0002	國立清華大學	310301	社會學系	D 日	M 碩士	74	9	22	18 新竹市	1 一般
0002	國立清華大學	310719	臺灣研究所	N 職	M 碩士	59	0	9	18 新竹市	1 一般
0002	國立清華大學	310807	公共政策與管理學系	N 職	M 碩士	16	0	0	18 新竹市	1 一般
0002	國立清華大學	311019	學習科學研究所	D 日	M 碩士	36	5	16	18 新竹市	1 一般
0002	國立清華大學	340303	經營(與)管理(技術)學系	N 職	M 碩士	117	0	34	18 新竹市	1 一般
0002	國立清華大學	340310	國際(經營)(專業)管理學位學程(含IMBA)	D 日	M 碩士	56	0	12	18 新竹市	1 一般
0002	國立清華大學	340501	(計量)(數量)財務金融學系	D 日	M 碩士	56	0	22	18 新竹市	1 一般
0002	國立清華大學	340501	(計量)(數量)財務金融學系	D 日	B 學士	227	13	47	18 新竹市	1 一般
0002	國立清華大學	340501	(計量)(數量)財務金融學系	N 職	M 碩士	16	1	0	18 新竹市	1 一般
0002	國立清華大學	349901	(商務)科技管理系	D 日	D 博士	34	0	1	18 新竹市	1 一般
0002	國立清華大學	349901	(商務)科技管理系	D 日	M 碩士	62	11	24	18 新竹市	1 一般
0002	國立清華大學	349939	高階(主管)(經營)(企業)管理碩士(EMBA)	N 職	M 碩士	102	0	37	18 新竹市	1 一般
0002	國立清華大學	349951	服務科學(管理)研究所	D 日	D 博士	9	0	0	18 新竹市	1 一般
0002	國立清華大學	349951	服務科學(管理)研究所	D 日	M 碩士	53	8	17	18 新竹市	1 一般
0002	國立清華大學	349996	科技管理學院(不分系)	D 日	B 學士	197	0	39	18 新竹市	1 一般
0002	國立清華大學	380203	科技法律學系	D 日	D 博士	5	0	0	18 新竹市	1 一般
0002	國立清華大學	380203	科技法律學系	D 日	M 碩士	110	12	17	18 新竹市	1 一般
0002	國立清華大學	420103	生命科學系	D 日	B 學士	218	5	52	18 新竹市	1 一般
0002	國立清華大學	420302	(自然)生物科技學系	D 日	D 博士	55	0	8	18 新竹市	1 一般
0002	國立清華大學	420302	(自然)生物科技學系	D 日	M 碩士	65	9	25	18 新竹市	1 一般
0002	國立清華大學	420313	分子(生物)及細胞生物研究所	D 日	D 博士	33	0	6	18 新竹市	1 一般
0002	國立清華大學	420313	分子(生物)及細胞生物研究所	D 日	M 碩士	36	11	16	18 新竹市	1 一般
0002	國立清華大學	420327	生技產業學位學程	D 日	D 博士	5	0	0	18 新竹市	1 一般
0002	國立清華大學	420605	生物資訊與結構生物研究所	D 日	D 博士	69	0	8	18 新竹市	1 一般
0002	國立清華大學	420605	生物資訊與結構生物研究所	D 日	M 碩士	48	10	24	18 新竹市	1 一般
0002	國立清華大學	429903	生命科學院(不分系)	D 日	B 學士	121	0	26	18 新竹市	1 一般
0002	國立清華大學	429904	系統神經科學研究所	D 日	M 碩士	25	6	13	18 新竹市	1 一般
0002	國立清華大學	440101	化學系	D 日	D 博士	172	0	24	18 新竹市	1 一般
0002	國立清華大學	440101	化學系	D 日	M 碩士	183	0	61	18 新竹市	1 一般
0002	國立清華大學	440101	化學系	D 日	B 學士	288	27	71	18 新竹市	1 一般
0002	國立清華大學	440301	物理學系	D 日	D 博士	55	0	14	18 新竹市	1 一般
0002	國立清華大學	440301	物理學系	D 日	M 碩士	141	0	47	18 新竹市	1 一般
0002	國立清華大學	440301	物理學系	D 日	B 學士	292	31	58	18 新竹市	1 一般
0002	國立清華大學	440601	天文(物理)研究所	D 日	D 博士	12	0	1	18 新竹市	1 一般
0002	國立清華大學	440601	天文(物理)研究所	D 日	M 碩士	9	7	4	18 新竹市	1 一般
0002	國立清華大學	449905	先進光源科技學位學程	D 日	D 博士	1	0	3	18 新竹市	1 一般
0002	國立清華大學	449905	先進光源科技學位學程	D 日	M 碩士	14	0	6	18 新竹市	1 一般
0002	國立清華大學	449999	理學院(不分系)	D 日	B 學士	104	0	23	18 新竹市	1 一般
0002	國立清華大學	460101	數學系	D 日	D 博士	19	0	0	18 新竹市	1 一般
0002	國立清華大學	460101	數學系	D 日	M 碩士	59	0	16	18 新竹市	1 一般
0002	國立清華大學	460101	數學系	D 日	B 學士	243	22	53	18 新竹市	1 一般
0002	國立清華大學	460201	統計(科學)(資訊)學系	D 日	D 博士	10	0	2	18 新竹市	1 一般
0002	國立清華大學	460201	統計(科學)(資訊)學系	D 日	M 碩士	51	9	22	18 新竹市	1 一般
0002	國立清華大學	480401	資訊系統與應用研究所	D 日	D 博士	21	0	2	18 新竹市	1 一般
0002	國立清華大學	480401	資訊系統與應用研究所	D 日	M 碩士	110	0	39	18 新竹市	1 一般
0002	國立清華大學	520101	電機(與控制)工程學系	D 日	D 博士	80	0	6	18 新竹市	1 一般
0002	國立清華大學	520101	電機(與控制)工程學系	D 日	M 碩士	373	0	113	18 新竹市	1 一般
0002	國立清華大學	520101	電機(與控制)工程學系	D 日	B 學士	435	65	99	18 新竹市	1 一般
0002	國立清華大學	520103	(微)電子(工程)學系	D 日	D 博士	53	0	10	18 新竹市	1 一般
0002	國立清華大學	520103	(微)電子(工程)學系	D 日	M 碩士	183	0	60	18 新竹市	1 一般
0002	國立清華大學	520105	光電(技術)學系	D 日	D 博士	1	0	0	18 新竹市	1 一般
0002	國立清華大學	520106	光電(科學與)工程學系	D 日	D 博士	30	0	7	18 新竹市	1 一般
0002	國立清華大學	520106	光電(科學與)工程學系	D 日	M 碩士	121	0	42	18 新竹市	1 一般
0002	國立清華大學	520114	資訊工程學系	D 日	D 博士	72	0	10	18 新竹市	1 一般
0002	國立清華大學	520114	資訊工程學系	D 日	M 碩士	353	0	152	18 新竹市	1 一般
0002	國立清華大學	520114	資訊工程學系	D 日	B 學士	565	43	117	18 新竹市	1 一般
0002	國立清華大學	520126	(光電與)通訊(工程)學系	D 日	D 博士	16	0	5	18 新竹市	1 一般
0002	國立清華大學	520126	(光電與)通訊(工程)學系	D 日	M 碩士	129	0	43	18 新竹市	1 一般
0002	國立清華大學	520178	社群網路與人智計算學位學程	D 日	D 博士	11	0	0	18 新竹市	1 一般
0002	國立清華大學	520188	電資類產業研發專班	D 日	M 碩士	7	0	0	18 新竹市	1 一般
0002	國立清華大學	520196	電機(資訊)學院	D 日	B 學士	115	0	19	18 新竹市	1 一般
0002	國立清華大學	520201	(動力)機械工程學系	D 日	D 博士	97	0	16	18 新竹市	1 一般
0002	國立清華大學	520201	(動力)機械工程學系	D 日	M 碩士	277	0	120	18 新竹市	1 一般
0002	國立清華大學	520201	(動力)機械工程學系	D 日	B 學士	459	44	101	18 新竹市	1 一般
0002	國立清華大學	520401	化學工程學系	D 日	D 博士	111	0	14	18 新竹市	1 一般
0002	國立清華大學	520401	化學工程學系	D 日	M 碩士	154	0	69	18 新竹市	1 一般
0002	國立清華大學	520401	化學工程學系	D 日	B 學士	228	23	57	18 新竹市	1 一般
0002	國立清華大學	520502	材料科學(與)(工程)學系	D 日	D 博士	165	0	32	18 新竹市	1 一般
0002	國立清華大學	520502	材料科學(與)(工程)學系	D 日	M 碩士	233	0	101	18 新竹市	1 一般
0002	國立清華大學	520502	材料科學(與)(工程)學系	D 日	B 學士	417	34	103	18 新竹市	1 一般
0002	國立清華大學	520518	奈米工程與微系統研究所	D 日	D 博士	48	0	9	18 新竹市	1 一般
0002	國立清華大學	520518	奈米工程與微系統研究所	D 日	M 碩士	58	0	25	18 新竹市	1 一般
0002	國立清華大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	D 博士	49	0	9	18 新竹市	1 一般
0002	國立清華大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	M 碩士	195	0	85	18 新竹市	1 一般
0002	國立清華大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	D 日	B 學士	271	20	69	18 新竹市	1 一般
0002	國立清華大學	520601	工業工程(與)(科技)(系統)(工程)(管理)學系	N 職	M 碩士	114	0	21	18 新竹市	1 一般
0002	國立清華大學	521104	生醫工程與環境科學系	D 日	D 博士	52	0	7	18 新竹市	1 一般
0002	國立清華大學	521104	生醫工程與環境科學系	D 日	M 碩士	99	0	39	18 新竹市	1 一般
0002	國立清華大學	521104	生醫工程與環境科學系	D 日	B 學士	190	19	45	18 新竹市	1 一般
0002	國立清華大學	521108	生物醫學工程學系	D 日	M 碩士	32	6	15	18 新竹市	1 一般
0002	國立清華大學	521201	工程與系統科學系	D 日	D 博士	111	0	19	18 新竹市	1 一般
0002	國立清華大學	521201	工程與系統科學系	D 日	M 碩士	168	0	67	18 新竹市	1 一般
0002	國立清華大學	521201	工程與系統科學系	D 日	B 學士	424	25	94	18 新竹市	1 一般
0002	國立清華大學	521202	核子工程與科學研究所	D 日	D 博士	33	0	5	18 新竹市	1 一般
0002	國立清華大學	521202	核子工程與科學研究所	D 日	M 碩士	39	8	28	18 新竹市	1 一般
0002	國立清華大學	521399	原子科學院(不分系)	D 日	B 學士	76	0	17	18 新竹市	1 一般
0002	國立清華大學	529928	全球營運管理學位學程	D 日	M 碩士	5	0	0	18 新竹市	1 一般
0002	國立清華大學	529999	工學院(不分系)	D 日	B 學士	119	0	28	18 新竹市	1 一般
0002	國立清華大學	720107	(微免暨)分子醫學研究所	D 日	D 博士	34	0	7	18 新竹市	1 一般
0002	國立清華大學	720107	(微免暨)分子醫學研究所	D 日	M 碩士	35	10	9	18 新竹市	1 一般
0002	國立清華大學	720117	醫學科學系	D 日	B 學士	79	5	19	18 新竹市	1 一般
0002	國立清華大學	990103	跨院國際學位學程	D 日	D 博士	13	0	0	18 新竹市	1 一般
0002	國立清華大學	990104	清華學院學士班	D 日	B 學士	64	0	0	18 新竹市	1 一般
0002	國立清華大學	999901	通識及共同科目	D 日		0	33	0	18 新竹市	1 一般
0002	國立清華大學	999903	軍訓教官	D 日		0	9	0	18 新竹市	1 一般
0002	國立清華大學	999905	師資培育中心	D 日		0	9	0	18 新竹市	1 一般
0003	國立臺灣大學	140203	華語(文)教學學系	D 日	M 碩士	57	4	5	30 臺北市	1 一般
0003	國立臺灣大學	210401	音樂學系	D 日	D 博士	5	0	0	30 臺北市	1 一般
